Subject,Marks,Hours,Student_id,Year
Science,73.0,1.6,S10268,3
Maths,73.0,5.0,S10268,3
Language,81.0,1.6,S10269,3
Science,68.9,2.0,S10269,3
Maths,63.5,5.2,S10269,3
Language,85.0,1.2,S10270,2
Science,67.6,1.6,S10270,2
Maths,86.0,4.3,S10270,2
Language,74.2,2.6,S10271,4
Science,81.8,2.9,S10271,4
Maths,47.8,1.3,S10271,4
Language,89.2,1.8,S10272,4
Science,89.7,7.6,S10272,4
Maths,88.8,5.7,S10272,4
Language,70.1,2.9,S10273,4
Science,59.1,1.2,S10273,4
Maths,72.7,1.9,S10273,4
Language,69.2,1.9,S10274,1
Science,71.6,1.4,S10274,1
Maths,72.7,5.2,S10274,1
Language,82.0,1.4,S10275,4
Science,92.6,4.1,S10275,4
Maths,87.1,3.5,S10275,4
Language,78.3,2.6,S10276,1
Science,99.1,5.4,S10276,1
Maths,37.2,6.5,S10276,1
Language,79.2,2.9,S10277,2
Science,91.3,4.8,S10277,2
Maths,80.1,5.4,S10277,2
Language,81.5,2.1,S10278,1
Science,99.8,4.7,S10278,1
Maths,51.1,2.6,S10278,1
Language,76.7,1.9,S10279,2
Science,68.4,2.1,S10279,2
Maths,69.5,3.7,S10279,2
Language,80.9,1.1,S10280,4
Science,81.5,4.4,S10280,4
Maths,73.0,3.7,S10280,4
Language,75.9,2.0,S10281,4
Science,64.6,1.4,S10281,4
Maths,67.7,5.0,S10281,4
Language,73.7,2.8,S10282,2
Science,63.3,1.3,S10282,2
Maths,91.6,1.7,S10282,2
Language,82.5,1.1,S10283,3
Science,84.6,7.6,S10283,3
Maths,72.3,1.5,S10283,3
Language,70.3,1.3,S10284,2
Science,85.6,3.5,S10284,2
Maths,64.8,7.9,S10284,2
Language,79.2,1.3,S10285,3
Science,83.1,3.7,S10285,3
Maths,61.5,1.0,S10285,3
Language,67.9,2.3,S10286,1
Science,100.0,4.4,S10286,1
Maths,76.1,3.9,S10286,1
Language,75.0,2.5,S10287,1
Science,75.0,3.2,S10287,1
Maths,51.5,1.7,S10287,1
Language,81.1,1.4,S10288,1
Science,100.0,4.8,S10288,1
Maths,66.0,4.3,S10288,1
Language,65.4,2.6,S10289,4
Science,88.0,7.9,S10289,4
Maths,54.8,6.8,S10289,4
Language,70.4,1.4,S10290,1
Science,77.5,7.8,S10290,1
Maths,51.0,2.3,S10290,1
Language,77.9,2.5,S10291,3
Science,95.0,3.9,S10291,3
Maths,64.2,6.6,S10291,3
Language,72.3,2.7,S10292,1
Science,68.2,2.0,S10292,1
Maths,52.9,3.9,S10292,1
Language,80.5,2.0,S10293,2
Science,87.0,8.0,S10293,2
Maths,66.7,3.8,S10293,2
Language,85.3,1.3,S10294,2
Science,88.2,4.4,S10294,2
Maths,86.4,3.9,S10294,2
Language,65.3,2.2,S10295,4
Science,83.8,2.1,S10295,4
Maths,61.4,5.0,S10295,4
Language,84.0,1.4,S10296,2
Science,95.9,4.9,S10296,2
Maths,69.2,2.8,S10296,2
Language,80.9,2.6,S10297,3
Science,93.2,6.1,S10297,3
Maths,96.6,1.9,S10297,3
Language,86.5,1.5,S10298,1
Science,88.6,4.6,S10298,1
Maths,75.0,3.0,S10298,1
Language,75.9,1.6,S10299,4
Science,94.8,6.1,S10299,4
Maths,54.6,7.6,S10299,4
Language,74.0,1.3,S10300,1
Science,97.7,5.4,S10300,1
Maths,80.8,4.9,S10300,1
Language,58.4,2.8,S10301,1
Science,78.7,2.4,S10301,1
Maths,76.8,5.2,S10301,1
Language,79.8,2.6,S10302,3
Science,85.8,7.4,S10302,3
Maths,69.3,5.0,S10302,3
Language,74.0,1.4,S10303,2
Science,79.6,2.7,S10303,2
Maths,56.7,5.1,S10303,2
Language,71.9,1.9,S10304,2
Science,67.0,1.6,S10304,2
Maths,37.7,2.2,S10304,2
Language,77.5,1.6,S10305,1
Science,94.7,3.8,S10305,1
Maths,77.7,6.6,S10305,1
Language,70.0,2.9,S10306,4
Science,100.0,5.0,S10306,4
Maths,79.8,5.6,S10306,4
Language,71.0,3.0,S10307,2
Science,98.2,6.0,S10307,2
Maths,54.5,1.3,S10307,2
Language,76.1,1.5,S10308,4
Science,77.3,2.5,S10308,4
Maths,60.0,2.0,S10308,4
Language,79.3,2.3,S10309,2
Science,81.0,2.7,S10309,2
Maths,82.9,3.2,S10309,2
Language,78.8,1.8,S10310,4
Science,81.9,3.1,S10310,4
Maths,71.4,6.5,S10310,4
Language,75.8,2.9,S10311,3
Science,89.9,3.8,S10311,3
Maths,47.7,6.1,S10311,3
Language,74.1,2.2,S10312,4
Science,74.7,3.2,S10312,4
Maths,87.9,4.0,S10312,4
Language,81.3,1.5,S10313,3
Science,83.8,3.8,S10313,3
Maths,50.4,6.5,S10313,3
Language,77.7,2.8,S10314,3
Science,85.0,7.3,S10314,3
Maths,37.4,6.9,S10314,3
Language,73.7,1.1,S10315,4
Science,92.5,4.4,S10315,4
Maths,70.5,3.2,S10315,4
Language,70.1,2.6,S10316,3
Science,93.6,7.0,S10316,3
Maths,51.5,7.0,S10316,3
Language,75.1,2.4,S10317,1
Science,81.3,7.6,S10317,1
Maths,87.3,4.5,S10317,1
Language,68.3,2.3,S10318,3
Science,82.1,3.2,S10318,3
Maths,58.1,6.6,S10318,3
Language,75.2,2.3,S10319,2
Science,97.6,6.3,S10319,2
Maths,53.6,1.9,S10319,2
Language,77.2,2.4,S10320,4
Science,83.8,2.8,S10320,4
Maths,56.9,7.1,S10320,4
Language,80.5,2.7,S10321,1
Science,88.7,3.7,S10321,1
Maths,71.7,4.8,S10321,1
Language,78.5,1.4,S10322,4
Science,100.0,5.2,S10322,4
Maths,78.8,4.2,S10322,4
Language,74.9,2.4,S10323,2
Science,69.4,1.7,S10323,2
Maths,84.4,5.9,S10323,2
Language,78.3,1.7,S10324,2
Science,71.0,1.8,S10324,2
Maths,75.7,3.9,S10324,2
Language,74.4,2.3,S10325,2
Science,84.0,2.9,S10325,2
Maths,67.7,3.8,S10325,2
Language,78.6,1.3,S10326,3
Science,84.7,7.8,S10326,3
Maths,61.3,3.6,S10326,3
Language,68.7,2.0,S10327,3
Science,91.1,4.1,S10327,3
Maths,85.5,4.6,S10327,3
Language,79.6,1.3,S10328,4
Science,96.2,5.2,S10328,4
Maths,89.0,3.9,S10328,4
Language,76.1,1.4,S10329,4
Science,86.5,6.7,S10329,4
Maths,93.3,4.2,S10329,4
Language,77.9,1.5,S10330,1
Science,90.3,3.2,S10330,1
Maths,75.0,5.2,S10330,1
Language,71.1,2.8,S10331,1
Science,77.0,3.4,S10331,1
Maths,53.9,1.0,S10331,1
Language,73.4,2.8,S10332,4
Science,75.4,2.2,S10332,4
Maths,62.2,1.8,S10332,4
Language,69.1,2.9,S10333,3
Science,90.2,4.0,S10333,3
Maths,64.6,3.4,S10333,3
Language,83.8,1.7,S10334,2
Science,72.0,1.8,S10334,2
Maths,58.4,1.2,S10334,2
Language,69.7,2.6,S10335,4
Science,93.5,3.4,S10335,4
Maths,68.9,4.6,S10335,4
Language,70.4,2.7,S10336,1
Science,93.0,7.9,S10336,1
Maths,77.5,4.4,S10336,1
Language,61.9,3.0,S10337,3
Science,91.4,7.0,S10337,3
Maths,69.4,3.4,S10337,3
Language,72.9,1.0,S10338,4
Science,88.9,6.7,S10338,4
Maths,64.4,3.4,S10338,4
Language,73.6,1.5,S10339,4
Science,66.2,1.5,S10339,4
Maths,61.7,3.0,S10339,4
Language,80.6,1.8,S10340,3
Science,87.0,7.3,S10340,3
Maths,67.8,4.5,S10340,3
Language,68.9,2.9,S10341,4
Science,58.7,1.4,S10341,4
Maths,64.4,3.2,S10341,4
Language,76.6,1.3,S10342,3
Science,99.4,5.4,S10342,3
Maths,67.3,1.9,S10342,3
Language,72.2,2.1,S10343,2
Science,64.0,1.5,S10343,2
Maths,63.3,7.0,S10343,2
Language,87.8,1.0,S10344,3
Science,87.8,7.5,S10344,3
Maths,50.4,7.4,S10344,3
Language,72.5,1.6,S10345,3
Science,90.7,3.6,S10345,3
Maths,30.0,2.1,S10345,3
Language,70.4,2.4,S10346,3
Science,90.5,4.5,S10346,3
Maths,71.9,6.6,S10346,3
Language,85.0,1.3,S10347,4
Science,96.9,4.8,S10347,4
Maths,67.6,3.9,S10347,4
Language,78.8,1.1,S10348,4
Science,65.1,1.3,S10348,4
Maths,68.4,2.3,S10348,4
Language,77.8,1.3,S10349,3
Science,100.0,6.3,S10349,3
Maths,69.3,3.4,S10349,3
Language,71.6,2.3,S10350,4
Science,85.3,7.6,S10350,4
Maths,64.2,7.4,S10350,4
Language,76.3,2.6,S10351,1
Science,58.8,1.5,S10351,1
Maths,63.9,5.4,S10351,1
Language,78.0,1.7,S10352,1
Science,86.1,6.7,S10352,1
Maths,72.2,3.7,S10352,1
Language,75.8,1.5,S10353,4
Science,86.9,3.1,S10353,4
Maths,91.7,5.9,S10353,4
Language,74.1,1.7,S10354,4
Science,95.7,4.3,S10354,4
Maths,55.1,6.6,S10354,4
Language,77.0,2.4,S10355,3
Science,56.5,1.2,S10355,3
Maths,77.2,1.4,S10355,3
Language,71.0,2.2,S10356,2
Science,59.1,1.6,S10356,2
Maths,52.0,2.0,S10356,2
Language,69.7,2.8,S10357,4
Science,54.7,1.0,S10357,4
Maths,74.5,3.2,S10357,4
Language,73.8,2.9,S10358,1
Science,94.0,4.8,S10358,1
Maths,83.2,7.2,S10358,1
Language,90.1,1.4,S10359,3
Science,70.8,2.2,S10359,3
Maths,81.0,3.6,S10359,3
Language,74.4,2.5,S10360,4
Science,93.3,6.2,S10360,4
Maths,72.6,5.2,S10360,4
Language,69.2,1.5,S10361,1
Science,93.3,6.2,S10361,1
Maths,82.9,3.4,S10361,1
Language,67.6,2.9,S10362,1
Science,70.5,3.5,S10362,1
Maths,82.7,7.4,S10362,1
Language,74.0,2.6,S10363,2
Science,89.8,3.4,S10363,2
Maths,72.8,3.5,S10363,2
Language,72.8,2.6,S10364,3
Science,96.9,6.2,S10364,3
Maths,55.0,6.6,S10364,3
Language,85.0,1.1,S10365,3
Science,85.2,3.8,S10365,3
Maths,89.1,6.2,S10365,3
Language,70.8,1.7,S10366,2
Science,96.4,6.2,S10366,2
Maths,68.5,4.8,S10366,2
Language,67.8,2.5,S10367,2
Science,89.6,4.4,S10367,2
Maths,30.0,7.3,S10367,2
Language,69.4,2.1,S10368,3
Science,95.2,4.1,S10368,3
Maths,71.3,1.9,S10368,3
Language,65.6,2.7,S10369,3
Science,100.0,4.9,S10369,3
Maths,67.8,5.2,S10369,3
Language,63.2,2.5,S10370,4
Science,100.0,5.5,S10370,4
Maths,75.1,1.5,S10370,4
Language,71.3,2.2,S10371,4
Science,93.8,3.8,S10371,4
Maths,74.1,3.4,S10371,4
Language,72.0,2.7,S10372,2
Science,89.8,6.9,S10372,2
Maths,41.9,2.3,S10372,2
Language,71.7,2.4,S10373,4
Science,91.2,4.7,S10373,4
Maths,67.8,2.5,S10373,4
Language,82.7,1.1,S10374,1
Science,80.6,7.0,S10374,1
Maths,80.9,5.7,S10374,1
Language,72.6,2.4,S10375,4
Science,79.1,7.5,S10375,4
Maths,62.9,1.4,S10375,4
Language,70.7,2.5,S10376,4
Science,93.5,4.7,S10376,4
Maths,63.5,5.0,S10376,4
Language,77.7,1.8,S10377,1
Science,98.9,5.3,S10377,1
Maths,76.2,5.1,S10377,1
Language,83.6,1.4,S10378,2
Science,100.0,5.2,S10378,2
Maths,54.4,4.4,S10378,2
Language,76.8,2.0,S10379,1
Science,71.4,2.4,S10379,1
Maths,67.6,1.6,S10379,1
Language,71.7,1.9,S10380,4
Science,88.7,2.9,S10380,4
Maths,80.5,4.9,S10380,4
Language,70.0,2.8,S10381,2
Science,100.0,4.5,S10381,2
Maths,47.1,1.3,S10381,2
Language,78.5,1.9,S10382,4
Science,59.8,1.1,S10382,4
Maths,73.9,4.9,S10382,4
Language,87.5,1.2,S10383,1
Science,98.0,7.8,S10383,1
Maths,65.7,2.7,S10383,1
Language,71.2,2.0,S10384,1
Science,66.4,1.7,S10384,1
Maths,49.3,6.9,S10384,1
Language,72.0,2.0,S10385,4
Science,93.6,6.4,S10385,4
Maths,49.9,1.8,S10385,4
Language,85.4,1.1,S10386,3
Science,76.9,2.8,S10386,3
Maths,74.4,4.0,S10386,3
Language,71.2,2.2,S10387,3
Science,93.8,5.0,S10387,3
Maths,43.2,1.7,S10387,3
Language,77.6,1.7,S10388,1
Science,84.4,7.8,S10388,1
Maths,64.2,7.8,S10388,1
Language,78.1,2.4,S10389,1
Science,76.4,3.0,S10389,1
Maths,96.5,4.4,S10389,1
Language,67.7,2.5,S10390,3
Science,81.7,7.5,S10390,3
Maths,73.1,1.4,S10390,3
Language,73.8,2.2,S10391,3
Science,94.1,4.8,S10391,3
Maths,41.5,7.0,S10391,3
Language,69.8,2.1,S10392,4
Science,61.2,1.1,S10392,4
Maths,80.6,7.7,S10392,4
Language,70.8,1.2,S10393,4
Science,96.6,5.8,S10393,4
Maths,70.6,1.9,S10393,4
Language,71.5,2.2,S10394,3
Science,96.1,7.2,S10394,3
Maths,77.5,5.5,S10394,3
Language,82.5,1.3,S10395,4
Science,85.8,3.2,S10395,4
Maths,86.3,3.1,S10395,4
Language,77.2,1.4,S10396,4
Science,84.1,2.6,S10396,4
Maths,74.1,5.3,S10396,4
Language,74.3,1.9,S10397,2
Science,68.5,2.0,S10397,2
Maths,54.6,6.4,S10397,2
Language,73.7,1.9,S10398,4
Science,62.2,1.2,S10398,4
Maths,75.8,4.1,S10398,4
Language,79.3,1.2,S10399,1
Science,97.0,4.8,S10399,1
Maths,71.4,6.8,S10399,1
Language,79.3,1.3,S10400,4
Science,87.1,3.5,S10400,4
Maths,46.3,7.6,S10400,4
Language,66.9,2.4,S10401,4
Science,96.2,6.4,S10401,4
Maths,72.2,1.4,S10401,4
Language,71.1,1.8,S10402,3
Science,80.1,7.9,S10402,3
Maths,87.1,5.5,S10402,3
Language,73.0,1.9,S10403,1
Science,86.1,7.1,S10403,1
Maths,43.6,6.3,S10403,1
Language,70.6,1.8,S10404,4
Science,100.0,6.2,S10404,4
Maths,57.8,2.6,S10404,4
Language,73.9,1.9,S10405,4
Science,66.2,2.2,S10405,4
Maths,34.8,1.4,S10405,4
Language,82.4,2.2,S10406,2
Science,94.0,3.9,S10406,2
Maths,76.4,5.9,S10406,2
Language,66.9,1.0,S10407,4
Science,94.6,5.8,S10407,4
Maths,76.0,3.6,S10407,4
Language,70.3,3.0,S10408,4
Science,74.4,7.4,S10408,4
Maths,88.4,6.0,S10408,4
Language,73.3,2.7,S10409,2
Science,80.2,4.2,S10409,2
Maths,52.3,7.8,S10409,2
Language,69.2,2.4,S10410,3
Science,97.8,4.8,S10410,3
Maths,72.5,3.9,S10410,3
Language,73.1,2.7,S10411,4
Science,89.7,4.9,S10411,4
Maths,76.1,4.3,S10411,4
Language,66.7,2.7,S10412,2
Science,66.0,1.9,S10412,2
Maths,73.5,3.1,S10412,2
Language,85.0,1.5,S10413,1
Science,74.3,2.2,S10413,1
Maths,73.3,3.4,S10413,1
Language,63.4,3.0,S10414,3
Science,88.7,7.2,S10414,3
Maths,65.3,4.2,S10414,3
Language,82.9,1.4,S10415,1
Science,62.5,1.3,S10415,1
Maths,63.9,5.2,S10415,1
Language,74.7,1.9,S10416,1
Science,100.0,4.7,S10416,1
Maths,83.9,4.3,S10416,1
Language,69.7,2.8,S10417,2
Science,87.4,3.4,S10417,2
Maths,62.7,7.7,S10417,2
Language,66.3,2.0,S10418,4
Science,84.6,7.7,S10418,4
Maths,35.3,2.0,S10418,4
Language,80.0,1.6,S10419,2
Science,84.0,3.8,S10419,2
Maths,62.2,2.1,S10419,2
Language,67.0,1.9,S10420,2
Science,82.4,3.2,S10420,2
Maths,57.6,1.6,S10420,2
Language,76.7,2.1,S10421,2
Science,86.4,7.4,S10421,2
Maths,60.4,2.8,S10421,2
Language,81.0,1.9,S10422,2
Science,89.5,8.0,S10422,2
Maths,94.9,3.0,S10422,2
Language,87.4,1.8,S10423,3
Science,84.6,2.2,S10423,3
Maths,59.4,2.6,S10423,3
Language,75.3,2.1,S10424,4
Science,95.2,7.9,S10424,4
Maths,87.9,5.3,S10424,4
Language,75.5,1.3,S10425,1
Science,82.7,3.7,S10425,1
Maths,31.3,6.5,S10425,1
Language,76.8,2.0,S10426,1
Science,90.8,3.4,S10426,1
Maths,48.6,6.7,S10426,1
Language,71.4,2.0,S10427,4
Science,63.5,2.8,S10427,4
Maths,68.9,7.8,S10427,4
Language,79.8,2.1,S10428,1
Science,100.0,5.1,S10428,1
Maths,67.4,6.0,S10428,1
Language,74.3,1.9,S10429,4
Science,86.1,3.8,S10429,4
Maths,68.2,7.8,S10429,4
Language,66.7,2.9,S10430,1
Science,82.3,7.3,S10430,1
Maths,31.7,7.8,S10430,1
Language,71.5,2.1,S10431,2
Science,100.0,5.8,S10431,2
Maths,46.5,1.4,S10431,2
Language,71.6,1.1,S10432,1
Science,75.9,3.2,S10432,1
Maths,64.9,4.4,S10432,1
Language,74.1,1.6,S10433,4
Science,79.4,7.8,S10433,4
Maths,53.8,5.0,S10433,4
Language,73.9,3.0,S10434,4
Science,89.4,6.0,S10434,4
Maths,77.6,5.3,S10434,4
Language,76.5,1.1,S10435,4
Science,94.9,5.2,S10435,4
Maths,70.2,6.9,S10435,4
Language,78.8,1.1,S10436,4
Science,81.0,2.5,S10436,4
Maths,51.5,1.9,S10436,4
Language,68.4,2.2,S10437,4
Science,96.1,4.8,S10437,4
Maths,49.8,2.7,S10437,4
Language,86.2,1.4,S10438,3
Science,71.4,2.5,S10438,3
Maths,77.9,3.6,S10438,3
Language,70.2,2.9,S10439,3
Science,86.3,6.6,S10439,3
Maths,66.1,4.5,S10439,3
Language,72.5,2.6,S10440,1
Science,85.5,3.5,S10440,1
Maths,71.0,5.8,S10440,1
Language,72.2,2.4,S10441,4
Science,52.4,1.1,S10441,4
Maths,65.8,5.9,S10441,4
Language,77.2,2.5,S10442,1
Science,78.1,3.1,S10442,1
Maths,84.3,4.1,S10442,1
Language,75.5,3.0,S10443,4
Science,81.4,2.6,S10443,4
Maths,84.1,7.4,S10443,4
Language,80.6,1.3,S10444,4
Science,86.8,2.9,S10444,4
Maths,83.6,4.3,S10444,4
Language,62.0,2.8,S10445,3
Science,100.0,5.0,S10445,3
Maths,94.2,1.4,S10445,3
Language,67.7,1.5,S10446,3
Science,72.6,2.3,S10446,3
Maths,63.5,4.5,S10446,3
Language,71.3,1.9,S10447,2
Science,66.0,1.9,S10447,2
Maths,64.8,6.4,S10447,2
Language,69.9,2.6,S10448,3
Science,98.9,5.5,S10448,3
Maths,87.9,6.8,S10448,3
Language,80.4,1.9,S10449,2
Science,97.5,4.7,S10449,2
Maths,55.1,1.6,S10449,2
Language,77.5,1.9,S10450,2
Science,60.0,1.9,S10450,2
Maths,70.0,5.8,S10450,2
Language,81.2,1.2,S10451,2
Science,70.4,2.0,S10451,2
Maths,85.5,4.3,S10451,2
Language,83.4,1.2,S10452,2
Science,92.8,6.8,S10452,2
Maths,70.9,5.4,S10452,2
Language,72.9,1.8,S10453,2
Science,92.6,7.6,S10453,2
Maths,78.7,6.0,S10453,2
Language,74.5,1.2,S10454,1
Science,100.0,5.5,S10454,1
Maths,78.2,3.4,S10454,1
Language,79.2,1.0,S10455,3
Science,99.3,5.9,S10455,3
Maths,67.7,7.8,S10455,3
Language,76.7,3.0,S10456,2
Science,75.6,1.9,S10456,2
Maths,69.6,5.6,S10456,2
Language,76.1,1.7,S10457,4
Science,89.1,6.8,S10457,4
Maths,87.7,1.4,S10457,4
Language,79.4,1.9,S10458,3
Science,97.2,5.5,S10458,3
Maths,67.5,3.2,S10458,3
Language,70.7,2.9,S10459,3
Science,74.0,3.5,S10459,3
Maths,71.6,5.8,S10459,3
Language,68.5,2.3,S10460,2
Science,86.6,3.2,S10460,2
Maths,55.2,1.9,S10460,2
Language,74.5,2.2,S10461,1
Science,88.9,7.1,S10461,1
Maths,84.7,4.2,S10461,1
Language,84.0,1.2,S10462,2
Science,79.6,2.7,S10462,2
Maths,78.1,3.9,S10462,2
Language,70.1,1.4,S10463,1
Science,65.9,1.7,S10463,1
Maths,86.8,3.4,S10463,1
Language,75.5,2.1,S10464,4
Science,97.9,5.1,S10464,4
Maths,52.6,2.3,S10464,4
Language,77.1,1.1,S10465,3
Science,100.0,5.1,S10465,3
Maths,51.1,6.7,S10465,3
Language,82.0,1.7,S10466,4
Science,70.5,2.9,S10466,4
Maths,71.2,1.2,S10466,4
Language,81.0,2.2,S10467,1
Science,88.7,6.2,S10467,1
Maths,81.3,3.5,S10467,1
Language,80.4,1.3,S10468,1
Science,86.0,7.0,S10468,1
Maths,42.8,7.7,S10468,1
Language,81.3,1.2,S10469,4
Science,100.0,6.7,S10469,4
Maths,78.6,6.5,S10469,4
Language,76.2,2.4,S10470,1
Science,82.2,3.0,S10470,1
Maths,77.0,5.5,S10470,1
Language,79.1,1.1,S10471,4
Science,100.0,5.1,S10471,4
Maths,47.7,2.2,S10471,4
Language,81.8,1.5,S10472,3
Science,74.9,2.5,S10472,3
Maths,60.1,2.0,S10472,3
Language,79.1,2.8,S10473,4
Science,63.8,2.0,S10473,4
Maths,70.1,2.1,S10473,4
Language,80.3,2.4,S10474,3
Science,84.7,3.2,S10474,3
Maths,77.3,4.1,S10474,3
Language,76.8,1.6,S10475,4
Science,85.3,3.1,S10475,4
Maths,30.7,2.8,S10475,4
Language,73.5,2.8,S10476,1
Science,65.5,1.7,S10476,1
Maths,74.5,5.6,S10476,1
Language,72.9,2.9,S10477,4
Science,91.9,5.7,S10477,4
Maths,69.1,3.1,S10477,4
Language,85.8,1.2,S10478,1
Science,68.2,2.0,S10478,1
Maths,42.8,1.9,S10478,1
Language,81.7,1.2,S10479,4
Science,78.7,2.2,S10479,4
Maths,62.4,4.8,S10479,4
Language,78.2,2.4,S10480,4
Science,86.3,2.9,S10480,4
Maths,74.6,1.3,S10480,4
Language,73.9,2.1,S10481,2
Science,96.5,6.8,S10481,2
Maths,78.0,7.9,S10481,2
Language,64.5,3.0,S10482,1
Science,96.0,6.6,S10482,1
Maths,61.9,1.7,S10482,1
Language,76.4,1.8,S10483,2
Science,89.4,5.4,S10483,2
Maths,55.7,3.2,S10483,2
Language,73.2,2.5,S10484,1
Science,93.4,6.2,S10484,1
Maths,58.1,2.8,S10484,1
Language,69.8,2.8,S10485,2
Science,93.2,5.4,S10485,2
Maths,83.7,6.0,S10485,2
Language,86.7,1.1,S10486,3
Science,62.9,2.0,S10486,3
Maths,70.5,6.8,S10486,3
Language,69.9,1.8,S10487,4
Science,97.8,5.2,S10487,4
Maths,66.5,6.7,S10487,4
Language,66.6,3.0,S10488,1
Science,92.8,5.6,S10488,1
Maths,60.1,7.8,S10488,1
Language,76.3,2.6,S10489,1
Science,67.5,2.0,S10489,1
Maths,47.3,1.7,S10489,1
Language,75.3,1.5,S10490,4
Science,71.8,1.6,S10490,4
Maths,75.3,3.4,S10490,4
Language,76.5,1.8,S10491,1
Science,70.3,2.2,S10491,1
Maths,57.4,1.4,S10491,1
Language,82.6,1.2,S10492,1
Science,95.7,4.5,S10492,1
Maths,86.6,6.9,S10492,1
Language,70.2,2.5,S10493,2
Science,78.8,2.2,S10493,2
Maths,39.3,1.5,S10493,2
Language,77.2,1.7,S10494,1
Science,93.1,4.3,S10494,1
Maths,80.6,6.7,S10494,1
Language,72.4,2.2,S10495,3
Science,97.6,7.2,S10495,3
Maths,60.2,5.4,S10495,3
Language,72.3,1.8,S10496,3
Science,90.7,6.2,S10496,3
Maths,62.5,3.2,S10496,3
Language,70.6,2.9,S10497,4
Science,88.7,7.0,S10497,4
Maths,75.5,6.3,S10497,4
Language,72.6,1.3,S10498,1
Science,100.0,4.6,S10498,1
Maths,84.8,1.1,S10498,1
Language,72.6,1.9,S10499,4
Science,97.9,6.1,S10499,4
Maths,69.3,5.1,S10499,4
Language,81.2,1.4,S10500,3
Science,84.4,6.8,S10500,3
Maths,81.0,3.9,S10500,3
Language,71.5,2.3,S10501,1
Science,83.8,4.1,S10501,1
Maths,74.4,5.4,S10501,1
Language,76.5,1.7,S10502,1
Science,94.9,4.4,S10502,1
Maths,92.5,5.0,S10502,1
Language,72.0,2.2,S10503,4
Science,93.2,4.4,S10503,4
Maths,39.4,2.7,S10503,4
Language,72.8,2.8,S10504,3
Science,96.3,4.7,S10504,3
Maths,64.3,5.4,S10504,3
Language,76.6,1.8,S10505,1
Science,62.4,1.7,S10505,1
Maths,91.6,6.4,S10505,1
Language,76.4,1.4,S10506,4
Science,81.7,7.5,S10506,4
Maths,80.6,6.0,S10506,4
Language,65.9,1.2,S10507,3
Science,79.3,7.9,S10507,3
Maths,84.6,5.1,S10507,3
Language,72.7,1.2,S10508,4
Science,98.7,6.0,S10508,4
Maths,75.5,6.4,S10508,4
Language,78.8,2.8,S10509,2
Science,60.1,1.6,S10509,2
Maths,48.2,7.9,S10509,2
Language,80.5,1.8,S10510,1
Science,80.7,2.5,S10510,1
Maths,50.2,2.7,S10510,1
Language,69.5,1.5,S10511,2
Science,54.6,1.1,S10511,2
Maths,41.3,1.0,S10511,2
Language,71.5,2.4,S10512,3
Science,72.4,2.1,S10512,3
Maths,52.7,6.5,S10512,3
Language,74.6,2.2,S10513,2
Science,88.4,3.2,S10513,2
Maths,50.6,6.7,S10513,2
Language,75.4,1.8,S10514,2
Science,95.9,6.4,S10514,2
Maths,79.9,4.4,S10514,2
Language,80.7,1.4,S10515,3
Science,89.7,6.6,S10515,3
Maths,71.5,7.7,S10515,3
Language,80.1,1.1,S10516,4
Science,94.1,5.0,S10516,4
Maths,75.4,5.5,S10516,4
Language,69.1,2.9,S10517,2
Science,86.3,5.7,S10517,2
Maths,96.1,4.5,S10517,2
Language,79.7,1.1,S10518,4
Science,100.0,6.4,S10518,4
Maths,79.1,4.4,S10518,4
Language,73.7,1.3,S10519,2
Science,84.1,7.1,S10519,2
Maths,65.4,7.7,S10519,2
Language,76.0,2.0,S10520,4
Science,74.7,2.8,S10520,4
Maths,30.0,6.6,S10520,4
Language,73.1,2.5,S10521,3
Science,79.0,1.9,S10521,3
Maths,90.4,1.6,S10521,3
Language,78.9,1.8,S10522,2
Science,67.1,1.9,S10522,2
Maths,77.5,6.0,S10522,2
Language,72.4,1.7,S10523,3
Science,95.8,6.5,S10523,3
Maths,41.0,2.6,S10523,3
Language,74.3,2.4,S10524,2
Science,74.1,1.9,S10524,2
Maths,80.0,4.0,S10524,2
Language,68.3,2.5,S10525,3
Science,73.8,1.7,S10525,3
Maths,60.4,7.6,S10525,3
Language,75.3,2.0,S10526,3
Science,91.2,3.8,S10526,3
Maths,30.0,6.9,S10526,3
Language,70.9,2.0,S10527,2
Science,88.8,6.9,S10527,2
Maths,86.7,3.3,S10527,2
Language,67.5,2.0,S10528,2
Science,94.1,6.6,S10528,2
Maths,67.7,4.4,S10528,2
Language,76.0,1.5,S10529,2
Science,82.6,7.6,S10529,2
Maths,69.8,4.2,S10529,2
Language,76.7,1.6,S10530,1
Science,97.3,4.8,S10530,1
Maths,67.5,4.9,S10530,1
Language,60.3,2.9,S10531,4
Science,81.7,3.6,S10531,4
Maths,66.9,4.2,S10531,4
Language,75.8,2.5,S10532,1
Science,56.3,1.1,S10532,1
Maths,68.2,3.9,S10532,1
Language,80.3,2.1,S10533,1
Science,72.2,2.4,S10533,1
Maths,66.2,7.1,S10533,1
Language,71.8,1.7,S10534,3
Science,94.3,7.3,S10534,3
Maths,59.6,1.9,S10534,3
Language,72.4,1.2,S10535,2
Science,77.4,2.4,S10535,2
Maths,73.0,4.8,S10535,2
Language,82.5,1.5,S10536,4
Science,91.9,7.9,S10536,4
Maths,54.3,2.9,S10536,4
